Facility ID,Hospital Name,Detailed Region,Region,Procedure,Year of Hospital Discharge,Number of Cases,Number of Deaths,Observed Mortality Rate,Expected Mortality Rate,Risk-Adjusted Mortality Rate,Lower Limit of Confidence Interval,Upper Limit of Confidence Interval,Comparison Results
1320,Univ. Hosp-Brooklyn,Kings,NY Metro - NYC,CABG,2012,50,1,2.00,2.74,1.07,0.01,5.94,Rate not different than Statewide Rate
0245,Univ. Hosp-Stony Brook,NY Metro - Long Island,NY Metro - Long Island,CABG,2012,203,2,0.99,1.42,1.02,0.11,3.67,Rate not different than Statewide Rate
0635,Univ. Hosp-Upstate,Central NY,Central NY,CABG,2012,148,2,1.35,1.43,1.38,0.16,4.99,Rate not different than Statewide Rate
0181,Vassar Bros. Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,CABG,2012,190,1,0.53,1.54,0.50,0.01,2.78,Rate not different than Statewide Rate
1139,Westchester Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,CABG,2012,193,3,1.55,1.56,1.46,0.29,4.27,Rate not different than Statewide Rate
0511,Winthrop Univ. Hosp,NY Metro - Long Island,NY Metro - Long Island,CABG,2012,225,1,0.44,1.71,0.38,0.00,2.12,Rate not different than Statewide Rate
0001,Albany Med. Ctr,Capital District,Capital District,Emergency PCI,2010-2012,528,24,4.55,2.32,5.42,3.47,8.06,Rate significantly higher than Statewide Rate
0116,Arnot Ogden Med Ctr,Western NY - Rochester,Western NY - Rochester,Emergency PCI,2010-2012,340,7,2.06,2.21,2.58,1.03,5.31,Rate not different than Statewide Rate
1438,Bellevue Hospital Ctr,Manhattan,NY Metro - NYC,Emergency PCI,2010-2012,315,10,3.17,2.71,3.25,1.55,5.97,Rate not different than Statewide Rate
1178,Bronx-Lebanon-Cncourse,Bronx,NY Metro - NYC,Emergency PCI,2010-2012,172,8,4.65,2.22,5.79,2.49,11.41,Rate not different than Statewide Rate
1286,Brookdale Univ Hosp Med Ctr,Kings,NY Metro - NYC,Emergency PCI,2010-2012,166,4,2.41,2.54,2.63,0.71,6.73,Rate not different than Statewide Rate
0207,Buffalo General Hosp,Western NY - Buffalo,Western NY - Buffalo,Emergency PCI,2010-2012,602,18,2.99,2.37,3.49,2.07,5.51,Rate not different than Statewide Rate
0977,Cayuga Med Ctr Ithaca,Central NY,Central NY,Emergency PCI,2010-2012,114,3,2.63,2.24,3.25,0.65,9.51,Rate not different than Statewide Rate
0135,Champ.Valley Phys Hosp,Capital District,Capital District,Emergency PCI,2010-2012,378,12,3.17,3.07,2.86,1.48,5.00,Rate not different than Statewide Rate
0636,Crouse Hospital,Central NY,Central NY,Emergency PCI,2010-2012,233,7,3.00,3.04,2.73,1.10,5.63,Rate not different than Statewide Rate
0829,Ellis Hospital,Capital District,Capital District,Emergency PCI,2010-2012,508,8,1.57,1.92,2.28,0.98,4.49,Rate not different than Statewide Rate
1626,Elmhurst Hospital Ctr,Queens,NY Metro - NYC,Emergency PCI,2010-2012,394,12,3.05,2.66,3.17,1.63,5.53,Rate not different than Statewide Rate
0210,Erie County Med Ctr,Western NY - Buffalo,Western NY - Buffalo,Emergency PCI,2010-2012,234,4,1.71,2.89,1.64,0.44,4.20,Rate not different than Statewide Rate
0599,Faxton - St. Lukes,Central NY,Central NY,Emergency PCI,2010-2012,132,7,5.30,2.82,5.21,2.09,10.73,Rate not different than Statewide Rate
1005,Glens Falls Hospital,Capital District,Capital District,Emergency PCI,2010-2012,187,4,2.14,1.83,3.24,0.87,8.30,Rate not different than Statewide Rate
0779,Good Sam - Suffern,NY Metro - New Rochelle,NY Metro - New Rochelle,Emergency PCI,2010-2012,458,12,2.62,2.76,2.62,1.35,4.59,Rate not different than Statewide Rate
0925,Good Sam-West Islip,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2010-2012,248,8,3.23,1.82,4.89,2.11,9.64,Rate not different than Statewide Rate
0913,Huntington Hospital,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2010-2012,203,1,0.49,1.68,0.81,0.01,4.52,Rate not different than Statewide Rate
1629,Jamaica Hosp Med Ctr,Queens,NY Metro - NYC,Emergency PCI,2010-2012,474,20,4.22,2.52,4.64,2.83,7.17,Rate significantly higher than Statewide Rate
1450,Lenox Hill Hospital,Manhattan,NY Metro - NYC,Emergency PCI,2010-2012,284,10,3.52,3.39,2.88,1.38,5.30,Rate not different than Statewide Rate
1630,Long Island Jewish MC,Queens,NY Metro - NYC,Emergency PCI,2010-2012,600,8,1.33,2.26,1.64,0.70,3.22,Rate not different than Statewide Rate
1304,Lutheran Medical Ctr,Kings,NY Metro - NYC,Emergency PCI,2010-2012,183,7,3.83,3.93,2.69,1.08,5.55,Rate not different than Statewide Rate
0746,M I Bassett Hospital,Capital District,Capital District,Emergency PCI,2010-2012,290,9,3.10,2.10,4.10,1.87,7.79,Rate not different than Statewide Rate
1305,Maimonides Medical Ctr,Kings,NY Metro - NYC,Emergency PCI,2010-2012,607,16,2.64,3.94,1.85,1.06,3.01,Rate not different than Statewide Rate
0213,Mercy Hospital,Western NY - Buffalo,Western NY - Buffalo,Emergency PCI,2010-2012,543,10,1.84,2.05,2.49,1.19,4.58,Rate not different than Statewide Rate
0215,Millard Fillmore Hosp,Western NY - Buffalo,Western NY - Buffalo,Emergency PCI,2010-2012,261,5,1.92,2.40,2.21,0.71,5.15,Rate not different than Statewide Rate
1169,Montefiore - Moses,Bronx,NY Metro - NYC,Emergency PCI,2010-2012,370,10,2.70,2.00,3.75,1.79,6.89,Rate not different than Statewide Rate
3058,Montefiore - Weiler,Bronx,NY Metro - NYC,Emergency PCI,2010-2012,389,16,4.11,3.01,3.79,2.16,6.15,Rate not different than Statewide Rate
1439,Mount Sinai Beth Israel,Manhattan,NY Metro - NYC,Emergency PCI,2010-2012,369,15,4.07,3.51,3.21,1.80,5.29,Rate not different than Statewide Rate
1456,Mount Sinai Hospital,Manhattan,NY Metro - NYC,Emergency PCI,2010-2012,327,9,2.75,4.15,1.84,0.84,3.49,Rate not different than Statewide Rate
1469,Mount Sinai St. Lukes,Manhattan,NY Metro - NYC,Emergency PCI,2010-2012,258,14,5.43,4.22,3.56,1.95,5.98,Rate not different than Statewide Rate
1306,NY Methodist Hospital,Kings,NY Metro - NYC,Emergency PCI,2010-2012,183,13,7.10,4.04,4.87,2.59,8.33,Rate not different than Statewide Rate
1464,NYP-Columbia Presby.,Manhattan,NY Metro - NYC,Emergency PCI,2010-2012,475,21,4.42,5.30,2.31,1.43,3.53,Rate not different than Statewide Rate
1637,NYP-Queens,Queens,NY Metro - NYC,Emergency PCI,2010-2012,431,6,1.39,2.24,1.72,0.63,3.75,Rate not different than Statewide Rate
1458,NYP-Weill Cornell,Manhattan,NY Metro - NYC,Emergency PCI,2010-2012,424,16,3.77,4.77,2.19,1.25,3.55,Rate not different than Statewide Rate
1463,NYU Hospitals Center,Manhattan,NY Metro - NYC,Emergency PCI,2010-2012,169,8,4.73,3.17,4.14,1.78,8.15,Rate not different than Statewide Rate
0541,North Shore Univ Hosp,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2010-2012,898,10,1.11,2.62,1.18,0.56,2.17,Rate significantly lower than Statewide Rate
0699,Orange Regional Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,Emergency PCI,2010-2012,309,7,2.27,2.20,2.85,1.14,5.86,Rate not different than Statewide Rate
0411,Rochester General Hosp,Western NY - Rochester,Western NY - Rochester,Emergency PCI,2010-2012,904,23,2.54,1.97,3.57,2.26,5.35,Rate not different than Statewide Rate
0756,Samaritan Hospital,Capital District,Capital District,Emergency PCI,2010-2012,48,0,0.00,1.23,0.00,0.00,17.18,Rate not different than Statewide Rate
0527,South Nassau Com. Hosp,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2010-2012,341,7,2.05,2.65,2.15,0.86,4.42,Rate not different than Statewide Rate
0924,Southside Hospital,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2010-2012,235,4,1.70,1.77,2.67,0.72,6.83,Rate not different than Statewide Rate
1176,St. Barnabas Hospital,Bronx,NY Metro - NYC,Emergency PCI,2010-2012,44,1,2.27,1.58,3.99,0.05,22.21,Rate not different than Statewide Rate
0943,St. Catherine of Siena,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2010-2012,174,2,1.15,2.30,1.39,0.16,5.00,Rate not different than Statewide Rate
0598,St. Elizabeth Med Ctr,Central NY,Central NY,Emergency PCI,2010-2012,389,13,3.34,3.34,2.77,1.48,4.74,Rate not different than Statewide Rate
0563,St. Francis Hospital,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2010-2012,526,15,2.85,3.08,2.56,1.43,4.22,Rate not different than Statewide Rate
0630,St. Josephs Hospital,Central NY,Central NY,Emergency PCI,2010-2012,1217,21,1.73,2.38,2.01,1.24,3.07,Rate not different than Statewide Rate
0694,St. Lukes Cornwall Hosp,NY Metro - New Rochelle,NY Metro - New Rochelle,Emergency PCI,2010-2012,188,5,2.66,3.40,2.16,0.70,5.05,Rate not different than Statewide Rate
0005,St. Peters Hosp.,Capital District,Capital District,Emergency PCI,2010-2012,576,10,1.74,2.08,2.31,1.10,4.24,Rate not different than Statewide Rate
1740,Staten Island Univ Hosp,Staten Island,NY Metro - NYC,Emergency PCI,2010-2012,465,18,3.87,3.23,3.32,1.97,5.24,Rate not different than Statewide Rate
0413,Strong Memorial Hosp,Western NY - Rochester,Western NY - Rochester,Emergency PCI,2010-2012,847,20,2.36,2.54,2.57,1.57,3.97,Rate not different than Statewide Rate
0058,UHS-Wilson Med Ctr,Central NY,Central NY,Emergency PCI,2010-2012,554,12,2.17,3.60,1.66,0.86,2.91,Rate not different than Statewide Rate
0471,Unity Hospital,Western NY - Rochester,Western NY - Rochester,Emergency PCI,2010-2012,216,8,3.70,3.91,2.63,1.13,5.17,Rate not different than Statewide Rate
1302,Univ. Brooklyn @ LICH,Kings,NY Metro - NYC,Emergency PCI,2010-2012,131,4,3.05,3.21,2.63,0.71,6.74,Rate not different than Statewide Rate
1320,Univ. Hosp-Brooklyn,Kings,NY Metro - NYC,Emergency PCI,2010-2012,252,11,4.37,3.01,4.02,2.00,7.19,Rate not different than Statewide Rate
0245,Univ. Hosp-Stony Brook,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2010-2012,1174,40,3.41,2.52,3.74,2.67,5.09,Rate not different than Statewide Rate
0635,Univ. Hosp-Upstate,Central NY,Central NY,Emergency PCI,2010-2012,289,12,4.15,3.11,3.70,1.91,6.47,Rate not different than Statewide Rate
0181,Vassar Bros. Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,Emergency PCI,2010-2012,522,12,2.30,2.15,2.96,1.53,5.17,Rate not different than Statewide Rate
1139,Westchester Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,Emergency PCI,2010-2012,475,9,1.89,2.62,2.00,0.91,3.80,Rate not different than Statewide Rate
1045,White Plains Hospital,NY Metro - New Rochelle,NY Metro - New Rochelle,Emergency PCI,2010-2012,140,5,3.57,4.19,2.36,0.76,5.51,Rate not different than Statewide Rate
0511,Winthrop Univ. Hosp,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2010-2012,388,10,2.58,3.23,2.21,1.06,4.06,Rate not different than Statewide Rate
0001,Albany Med. Ctr,Capital District,Capital District,Valve or Valve/CABG,2010-2012,599,18,3.01,3.93,2.86,1.70,4.53,Rate not different than Statewide Rate
0116,Arnot Ogden Med Ctr,Western NY - Rochester,Western NY - Rochester,Valve or Valve/CABG,2010-2012,107,9,8.41,2.16,14.59,6.66,27.70,Rate significantly higher than Statewide Rate
1438,Bellevue Hospital Ctr,Manhattan,NY Metro - NYC,Valve or Valve/CABG,2010-2012,264,7,2.65,2.57,3.87,1.55,7.96,Rate not different than Statewide Rate
0207,Buffalo General Hosp,Western NY - Buffalo,Western NY - Buffalo,Valve or Valve/CABG,2010-2012,542,14,2.58,2.86,3.38,1.85,5.68,Rate not different than Statewide Rate
0135,Champ.Valley Phys Hosp,Capital District,Capital District,Valve or Valve/CABG,2010-2012,79,2,2.53,1.62,5.83,0.65,21.05,Rate not different than Statewide Rate
0829,Ellis Hospital,Capital District,Capital District,Valve or Valve/CABG,2010-2012,306,11,3.59,3.40,3.95,1.97,7.07,Rate not different than Statewide Rate
0210,Erie County Med Ctr,Western NY - Buffalo,Western NY - Buffalo,Valve or Valve/CABG,2010-2012,47,2,4.26,3.78,4.21,0.47,15.19,Rate not different than Statewide Rate
0779,Good Sam - Suffern,NY Metro - New Rochelle,NY Metro - New Rochelle,Valve or Valve/CABG,2010-2012,152,3,1.97,2.50,2.95,0.59,8.63,Rate not different than Statewide Rate
1450,Lenox Hill Hospital,Manhattan,NY Metro - NYC,Valve or Valve/CABG,2010-2012,501,26,5.19,4.15,4.67,3.05,6.85,Rate not different than Statewide Rate
1630,Long Island Jewish MC,Queens,NY Metro - NYC,Valve or Valve/CABG,2010-2012,582,14,2.41,4.28,2.10,1.15,3.53,Rate significantly lower than Statewide Rate
0746,M I Bassett Hospital,Capital District,Capital District,Valve or Valve/CABG,2010-2012,116,1,0.86,2.99,1.08,0.01,6.00,Rate not different than Statewide Rate
1305,Maimonides Medical Ctr,Kings,NY Metro - NYC,Valve or Valve/CABG,2010-2012,455,21,4.62,4.41,3.91,2.42,5.98,Rate not different than Statewide Rate
0213,Mercy Hospital,Western NY - Buffalo,Western NY - Buffalo,Valve or Valve/CABG,2010-2012,449,13,2.90,2.63,4.12,2.19,7.05,Rate not different than Statewide Rate
0215,Millard Fillmore Hosp,Western NY - Buffalo,Western NY - Buffalo,Valve or Valve/CABG,2010-2012,214,6,2.80,2.47,4.25,1.55,9.24,Rate not different than Statewide Rate
1169,Montefiore - Moses,Bronx,NY Metro - NYC,Valve or Valve/CABG,2010-2012,412,17,4.13,4.24,3.64,2.12,5.83,Rate not different than Statewide Rate
3058,Montefiore - Weiler,Bronx,NY Metro - NYC,Valve or Valve/CABG,2010-2012,324,16,4.94,4.55,4.06,2.32,6.60,Rate not different than Statewide Rate
1439,Mount Sinai Beth Israel,Manhattan,NY Metro - NYC,Valve or Valve/CABG,2010-2012,271,15,5.54,3.49,5.93,3.32,9.78,Rate not different than Statewide Rate
1456,Mount Sinai Hospital,Manhattan,NY Metro - NYC,Valve or Valve/CABG,2010-2012,1686,61,3.62,3.40,3.98,3.05,5.12,Rate not different than Statewide Rate
1469,Mount Sinai St. Lukes,Manhattan,NY Metro - NYC,Valve or Valve/CABG,2010-2012,277,13,4.69,3.23,5.43,2.89,9.28,Rate not different than Statewide Rate
1306,NY Methodist Hospital,Kings,NY Metro - NYC,Valve or Valve/CABG,2010-2012,201,7,3.48,3.74,3.48,1.40,7.18,Rate not different than Statewide Rate
1464,NYP-Columbia Presby.,Manhattan,NY Metro - NYC,Valve or Valve/CABG,2010-2012,2095,70,3.34,3.96,3.16,2.46,3.99,Rate not different than Statewide Rate
1637,NYP-Queens,Queens,NY Metro - NYC,Valve or Valve/CABG,2010-2012,112,0,0.00,3.05,0.00,0.00,4.02,Rate not different than Statewide Rate
1458,NYP-Weill Cornell,Manhattan,NY Metro - NYC,Valve or Valve/CABG,2010-2012,1317,32,2.43,3.37,2.70,1.84,3.81,Rate not different than Statewide Rate
1463,NYU Hospitals Center,Manhattan,NY Metro - NYC,Valve or Valve/CABG,2010-2012,1261,44,3.49,2.81,4.65,3.38,6.24,Rate not different than Statewide Rate
0541,North Shore Univ Hosp,NY Metro - Long Island,NY Metro - Long Island,Valve or Valve/CABG,2010-2012,1092,42,3.85,4.32,3.33,2.40,4.50,Rate not different than Statewide Rate
0411,Rochester General Hosp,Western NY - Rochester,Western NY - Rochester,Valve or Valve/CABG,2010-2012,971,57,5.87,4.09,5.38,4.07,6.96,Rate significantly higher than Statewide Rate
0924,Southside Hospital,NY Metro - Long Island,NY Metro - Long Island,Valve or Valve/CABG,2010-2012,227,6,2.64,4.05,2.44,0.89,5.32,Rate not different than Statewide Rate
0598,St. Elizabeth Med Ctr,Central NY,Central NY,Valve or Valve/CABG,2010-2012,351,20,5.70,3.74,5.70,3.48,8.81,Rate not different than Statewide Rate
0563,St. Francis Hospital,NY Metro - Long Island,NY Metro - Long Island,Valve or Valve/CABG,2010-2012,1895,77,4.06,4.47,3.40,2.69,4.25,Rate not different than Statewide Rate
0630,St. Josephs Hospital,Central NY,Central NY,Valve or Valve/CABG,2010-2012,1008,34,3.37,4.52,2.79,1.93,3.90,Rate not different than Statewide Rate
0005,St. Peters Hosp.,Capital District,Capital District,Valve or Valve/CABG,2010-2012,736,29,3.94,3.83,3.84,2.57,5.52,Rate not different than Statewide Rate
1740,Staten Island Univ Hosp,Staten Island,NY Metro - NYC,Valve or Valve/CABG,2010-2012,318,15,4.72,3.11,5.67,3.17,9.35,Rate not different than Statewide Rate
0413,Strong Memorial Hosp,Western NY - Rochester,Western NY - Rochester,Valve or Valve/CABG,2010-2012,624,30,4.81,3.29,5.46,3.68,7.79,Rate not different than Statewide Rate
0058,UHS-Wilson Med Ctr,Central NY,Central NY,Valve or Valve/CABG,2010-2012,248,8,3.23,2.95,4.08,1.76,8.05,Rate not different than Statewide Rate
1320,Univ. Hosp-Brooklyn,Kings,NY Metro - NYC,Valve or Valve/CABG,2010-2012,96,6,6.25,4.44,5.26,1.92,11.46,Rate not different than Statewide Rate
0245,Univ. Hosp-Stony Brook,NY Metro - Long Island,NY Metro - Long Island,Valve or Valve/CABG,2010-2012,440,22,5.00,4.28,4.37,2.74,6.62,Rate not different than Statewide Rate
0635,Univ. Hosp-Upstate,Central NY,Central NY,Valve or Valve/CABG,2010-2012,254,7,2.76,3.18,3.24,1.30,6.68,Rate not different than Statewide Rate
0181,Vassar Bros. Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,Valve or Valve/CABG,2010-2012,499,13,2.61,3.42,2.85,1.52,4.88,Rate not different than Statewide Rate
1139,Westchester Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,Valve or Valve/CABG,2010-2012,423,14,3.31,4.23,2.93,1.60,4.91,Rate not different than Statewide Rate
0511,Winthrop Univ. Hosp,NY Metro - Long Island,NY Metro - Long Island,Valve or Valve/CABG,2010-2012,610,27,4.43,3.98,4.16,2.74,6.06,Rate not different than Statewide Rate
0000,NYS - All Hospitals,New York State,New York State,All PCI,2012,47045,471,1.00,1.00,1.00,,,Statewide Rate
0000,NYS - All Hospitals,New York State,New York State,Non-Emergency PCI,2012,38762,249,0.64,0.64,0.64,,,Statewide Rate
0000,NYS - All Hospitals,New York State,New York State,CABG,2012,8142,119,1.46,1.46,1.46,,,Statewide Rate
0000,NYS - All Hospitals,New York State,New York State,Emergency PCI,2010-2012,23151,641,2.77,2.77,2.77,,,Statewide Rate
0000,NYS - All Hospitals,New York State,New York State,Valve or Valve/CABG,2010-2012,22161,829,3.74,3.74,3.74,,,Statewide Rate
